,Number of Referrals,Tenure in Months,Offer,Internet Service,Contract,Payment Method,Total Charges,Total Revenue,Customer Status
2187,1,72,None,Yes,Two Year,Credit Card,6991.6,8488.48,0
2188,0,63,None,Yes,Two Year,Credit Card,6218.45,7706.51,0
2189,0,4,None,Yes,Month-to-Month,Credit Card,253.0,257.4,0
2190,2,17,Offer D,Yes,One Year,Credit Card,1175.6,1946.55,0
2191,0,6,None,Yes,Month-to-Month,Bank Withdrawal,489.45,561.27,1
2192,0,56,None,Yes,Month-to-Month,Bank Withdrawal,5124.6,6547.56,1
2193,1,13,None,Yes,Month-to-Month,Bank Withdrawal,1222.8,1454.59,1
2194,1,6,Offer E,Yes,Month-to-Month,Bank Withdrawal,270.8,312.44,1
2195,8,71,Offer A,Yes,Month-to-Month,Bank Withdrawal,6669.45,8645.21,0
2196,3,10,Offer D,No,One Year,Bank Withdrawal,189.45,582.95,0
2197,1,72,Offer A,Yes,Two Year,Credit Card,6425.65,7900.21,0
2198,10,69,None,No,Two Year,Credit Card,1718.35,4831.63,0
2199,0,1,Offer E,No,Month-to-Month,Credit Card,20.1,36.91,1
2200,3,47,None,Yes,Month-to-Month,Bank Withdrawal,4137.2,5934.95,0
2201,9,60,Offer B,No,Two Year,Bank Withdrawal,1198.8,3076.2,0
2202,0,2,None,No,Month-to-Month,Credit Card,48.35,90.71,0
2203,0,2,None,Yes,Month-to-Month,Bank Withdrawal,174.8,271.48,1
2204,0,53,Offer B,Yes,Month-to-Month,Bank Withdrawal,2546.85,2546.85,0
2205,10,34,Offer C,Yes,Month-to-Month,Credit Card,3097.0,3778.7,0
2206,4,60,Offer B,Yes,One Year,Bank Withdrawal,3928.3,6542.5,0
2207,0,55,None,Yes,One Year,Bank Withdrawal,5409.75,7037.75,0
2208,5,53,None,Yes,Month-to-Month,Bank Withdrawal,4779.45,6068.94,0
2209,0,5,None,Yes,One Year,Credit Card,347.4,583.65,1
2210,0,57,Offer B,Yes,Month-to-Month,Bank Withdrawal,3196.0,3196.0,0
2211,1,1,None,Yes,Month-to-Month,Credit Card,45.85,60.75,1
2212,0,61,Offer B,Yes,Two Year,Credit Card,5175.3,5450.41,0
2213,9,38,None,Yes,One Year,Bank Withdrawal,3741.85,4817.25,0
2214,0,60,None,Yes,Month-to-Month,Bank Withdrawal,6236.75,7609.55,0
2215,5,50,Offer B,No,Two Year,Bank Withdrawal,930.9,2278.4,0
2216,1,9,None,Yes,Month-to-Month,Credit Card,501.2,711.44,0
2217,5,71,None,No,Two Year,Credit Card,1415.85,3003.41,0
2218,1,46,None,Yes,Two Year,Credit Card,3009.5,4712.42,0
2219,8,35,None,Yes,Month-to-Month,Bank Withdrawal,3782.4,5441.0,0
2220,0,1,None,Yes,Month-to-Month,Bank Withdrawal,71.35,111.75,1
2221,0,23,Offer D,No,One Year,Credit Card,478.1,717.53,0
2222,0,1,Offer E,Yes,Month-to-Month,Credit Card,100.25,120.48,1
2223,5,21,None,Yes,One Year,Bank Withdrawal,1339.8,2241.75,0
2224,2,16,None,No,Month-to-Month,Bank Withdrawal,313.4,825.24,0
2225,10,70,None,Yes,One Year,Bank Withdrawal,3635.15,3755.15,0
2226,0,66,None,Yes,Two Year,Bank Withdrawal,6844.5,8887.86,0
2227,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,91.7,108.93,1
2228,0,14,None,No,Month-to-Month,Credit Card,268.4,837.64,0
2229,7,46,None,No,Two Year,Bank Withdrawal,890.35,2162.25,0
2230,0,49,None,Yes,One Year,Bank Withdrawal,5069.65,5999.18,1
2231,5,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,239.45,310.61,0
2232,10,34,None,Yes,Month-to-Month,Credit Card,2909.95,3102.05,0
2233,4,68,Offer A,Yes,Two Year,Bank Withdrawal,7611.85,8617.57,1
2234,1,50,None,Yes,Month-to-Month,Bank Withdrawal,4116.15,5882.65,1
2235,0,3,None,No,Month-to-Month,Bank Withdrawal,61.45,66.16,0
2236,0,25,Offer C,Yes,Month-to-Month,Credit Card,2088.05,2327.3,0
2237,0,19,None,Yes,One Year,Mailed Check,2007.25,2178.3,0
2238,0,65,Offer B,Yes,Two Year,Credit Card,6631.85,8435.6,0
2239,1,3,None,Yes,Month-to-Month,Bank Withdrawal,264.85,379.12,1
2240,1,67,None,Yes,One Year,Bank Withdrawal,7511.65,9858.66,0
2241,0,8,None,Yes,Month-to-Month,Bank Withdrawal,576.7,727.26,0
2242,8,67,None,Yes,Two Year,Credit Card,4677.1,6557.12,0
2243,0,26,Offer C,Yes,One Year,Credit Card,1507.0,1591.76,0
2244,1,57,None,Yes,Month-to-Month,Bank Withdrawal,5427.05,8259.33,1
2245,0,39,Offer C,Yes,Month-to-Month,Bank Withdrawal,3017.65,4428.28,1
2246,1,47,Offer B,Yes,Month-to-Month,Bank Withdrawal,2538.2,4382.95,0
2247,0,20,None,Yes,Month-to-Month,Mailed Check,2031.95,2496.35,0
2248,1,17,None,Yes,Month-to-Month,Bank Withdrawal,1214.05,1446.61,1
2249,0,52,None,No,Two Year,Bank Withdrawal,1107.2,2578.8,0
2250,3,10,None,No,Two Year,Credit Card,253.5,617.2,0
2251,0,61,None,Yes,One Year,Bank Withdrawal,5860.7,6483.51,0
2252,0,8,Offer E,Yes,Month-to-Month,Credit Card,742.95,784.63,1
2253,1,72,None,Yes,Two Year,Credit Card,6352.4,8112.08,0
2254,0,24,None,Yes,Month-to-Month,Credit Card,1269.6,1325.52,0
2255,0,4,None,Yes,Two Year,Bank Withdrawal,261.65,382.09,0
2256,0,26,None,Yes,Month-to-Month,Bank Withdrawal,2254.2,2626.0,1
2257,10,66,None,Yes,One Year,Bank Withdrawal,5898.6,8365.68,0
2258,1,65,None,Yes,Two Year,Bank Withdrawal,5963.95,6621.1,0
2259,0,34,Offer C,Yes,One Year,Bank Withdrawal,2727.3,2908.18,0
2260,10,45,None,Yes,Two Year,Credit Card,3533.6,4704.05,0
2261,4,71,Offer A,Yes,Two Year,Credit Card,7061.65,8178.48,0
2262,0,18,None,Yes,One Year,Credit Card,1425.45,1650.45,1
2263,0,2,None,Yes,Month-to-Month,Bank Withdrawal,132.4,179.44,0
2264,1,8,None,Yes,Month-to-Month,Bank Withdrawal,609.9,993.18,1
2265,1,3,None,Yes,Month-to-Month,Credit Card,95.05,115.05,1
2266,10,12,Offer D,No,Two Year,Bank Withdrawal,264.55,748.63,0
2267,0,16,Offer D,No,One Year,Credit Card,296.15,626.55,0
2268,0,72,Offer A,Yes,Two Year,Bank Withdrawal,7746.7,8718.53,0
2269,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,70.25,93.25,1
2270,0,1,None,No,Month-to-Month,Mailed Check,20.2,62.35,0
2271,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,851.75,911.85,1
2272,0,62,Offer B,Yes,Two Year,Credit Card,2748.7,2748.7,0
2273,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,330.05,498.29,1
2274,0,53,Offer B,No,One Year,Bank Withdrawal,1301.9,3388.51,0
2275,7,52,None,Yes,One Year,Bank Withdrawal,5244.45,5659.93,0
2276,0,19,Offer D,Yes,Month-to-Month,Bank Withdrawal,1775.8,2535.23,1
2277,0,18,Offer D,Yes,Month-to-Month,Credit Card,747.2,1400.46,0
2278,1,51,Offer B,Yes,Month-to-Month,Credit Card,1459.35,1459.35,0
2279,0,6,Offer E,Yes,Month-to-Month,Credit Card,276.5,394.94,0
2280,0,72,None,Yes,Two Year,Bank Withdrawal,7845.8,9622.04,0
2281,7,72,None,Yes,Two Year,Bank Withdrawal,8337.45,9843.63,0
2282,3,71,Offer A,Yes,Two Year,Bank Withdrawal,7723.7,11084.84,1
2283,0,57,Offer B,Yes,Two Year,Bank Withdrawal,4438.2,4956.9,0
2284,3,58,Offer B,Yes,Two Year,Bank Withdrawal,4890.5,6284.62,0
2285,0,71,Offer A,No,Two Year,Bank Withdrawal,1813.35,2108.0,0
2286,1,72,Offer A,Yes,Two Year,Credit Card,5893.9,7686.7,0
2287,0,17,None,No,Two Year,Credit Card,343.45,785.04,0
2288,0,39,Offer C,Yes,Month-to-Month,Bank Withdrawal,3759.05,5544.32,1
2289,10,8,None,Yes,Month-to-Month,Bank Withdrawal,401.5,686.38,0
2290,0,68,None,No,Two Year,Credit Card,1441.65,3684.97,0
2291,8,28,None,Yes,One Year,Credit Card,1682.05,1682.05,0
2292,0,1,Offer E,Yes,Month-to-Month,Mailed Check,75.05,107.91,1
2293,0,2,Offer E,Yes,Month-to-Month,Credit Card,74.2,153.2,0
2294,6,71,None,No,Two Year,Mailed Check,1378.45,2180.75,0
2295,0,30,None,Yes,Two Year,Credit Card,2093.9,2670.42,0
2296,7,34,None,No,One Year,Credit Card,678.8,1563.82,0
2297,0,32,None,Yes,One Year,Credit Card,2633.3,3832.66,0
2298,8,6,Offer E,No,Two Year,Mailed Check,153.3,343.68,0
2299,6,45,Offer B,No,Two Year,Credit Card,1121.05,3025.45,0
2300,0,37,None,Yes,Month-to-Month,Credit Card,973.55,973.55,1
2301,0,11,None,Yes,Two Year,Bank Withdrawal,1183.05,1251.98,0
2302,0,2,None,Yes,Month-to-Month,Mailed Check,154.3,184.68,0
2303,6,1,None,Yes,Month-to-Month,Mailed Check,76.4,117.56,1
2304,10,23,None,Yes,Two Year,Credit Card,813.45,813.45,0
2305,0,29,None,Yes,Month-to-Month,Bank Withdrawal,1912.15,2430.38,0
2306,1,68,None,Yes,One Year,Bank Withdrawal,5696.6,7714.16,0
2307,1,17,None,Yes,Month-to-Month,Mailed Check,592.75,592.75,0
2308,0,69,None,No,Two Year,Bank Withdrawal,1447.9,2671.96,0
2309,3,59,None,Yes,Two Year,Credit Card,3886.85,3886.85,0
2310,0,1,None,No,Month-to-Month,Credit Card,19.2,37.09,0
2311,3,32,None,Yes,Month-to-Month,Credit Card,3145.9,4678.38,0
2312,0,29,None,Yes,Month-to-Month,Bank Withdrawal,2414.55,2720.5,0
2313,0,59,Offer B,Yes,One Year,Bank Withdrawal,5084.65,5492.34,1
2314,2,28,Offer C,Yes,One Year,Credit Card,1386.8,1386.8,0
2315,0,15,Offer D,Yes,Month-to-Month,Mailed Check,1130.85,1803.75,1
2316,0,50,Offer B,Yes,Month-to-Month,Credit Card,4747.5,6789.0,0
2317,0,5,None,Yes,Month-to-Month,Bank Withdrawal,198.0,198.0,1
2318,7,14,None,Yes,Month-to-Month,Bank Withdrawal,1122.4,1184.7,0
2319,0,20,Offer D,No,Month-to-Month,Bank Withdrawal,413.0,632.4,0
2320,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,266.8,313.6,0
2321,0,35,Offer C,Yes,Month-to-Month,Bank Withdrawal,3474.05,4782.55,1
2322,0,6,Offer E,Yes,Month-to-Month,Bank Withdrawal,573.75,861.15,1
2323,0,14,None,Yes,Month-to-Month,Bank Withdrawal,1273.3,1799.98,0
2324,0,23,Offer D,Yes,Month-to-Month,Credit Card,2085.45,2280.95,0
2325,1,71,Offer A,Yes,One Year,Bank Withdrawal,7288.4,8292.34,0
2326,1,28,Offer C,Yes,One Year,Bank Withdrawal,2847.4,3116.76,1
2327,10,64,None,Yes,One Year,Credit Card,6314.35,7531.06,0
2328,0,3,None,Yes,Month-to-Month,Bank Withdrawal,155.35,155.35,1
2329,0,34,None,Yes,Month-to-Month,Credit Card,3587.25,3858.91,1
2330,0,1,None,Yes,Month-to-Month,Bank Withdrawal,49.95,93.44,1
2331,0,33,Offer C,Yes,Month-to-Month,Bank Withdrawal,3655.45,4294.37,1
2332,0,12,Offer D,Yes,Month-to-Month,Bank Withdrawal,1173.55,1340.11,0
2333,7,72,None,Yes,One Year,Credit Card,7133.1,7941.66,0
2334,9,36,Offer C,Yes,One Year,Credit Card,1992.85,3689.52,0
2335,0,4,None,No,Month-to-Month,Bank Withdrawal,55.7,241.82,0
2336,6,8,Offer E,Yes,Month-to-Month,Bank Withdrawal,393.45,412.49,0
2337,1,18,None,Yes,Month-to-Month,Bank Withdrawal,810.7,810.7,1
2338,6,29,None,Yes,Month-to-Month,Credit Card,2211.8,2406.97,0
2339,1,28,None,Yes,Month-to-Month,Credit Card,2602.9,3657.38,1
2340,0,59,None,Yes,One Year,Bank Withdrawal,5890.0,7321.93,0
2341,0,16,Offer D,Yes,One Year,Bank Withdrawal,889.0,1044.52,0
2342,1,67,Offer A,Yes,One Year,Credit Card,6341.45,8414.43,1
2343,0,40,None,Yes,Month-to-Month,Credit Card,4108.15,5419.35,0
2344,6,9,Offer E,No,Two Year,Credit Card,210.65,355.82,0
2345,0,8,None,Yes,One Year,Bank Withdrawal,447.75,789.99,0
2346,9,58,Offer B,No,Two Year,Credit Card,1158.85,1843.83,0
2347,3,71,Offer A,Yes,Two Year,Bank Withdrawal,7405.5,9181.92,0
2348,0,5,None,No,Month-to-Month,Credit Card,109.6,283.6,0
2349,0,17,None,Yes,Month-to-Month,Bank Withdrawal,1329.15,1713.52,0
2350,9,30,None,Yes,Month-to-Month,Bank Withdrawal,2509.95,3258.42,0
2351,0,3,None,Yes,Month-to-Month,Bank Withdrawal,257.6,300.65,0
2352,8,13,None,No,One Year,Bank Withdrawal,343.6,976.7,0
2353,0,16,None,Yes,Month-to-Month,Bank Withdrawal,1281.0,1587.88,1
2354,6,30,None,No,Two Year,Credit Card,711.9,1911.9,0
2355,10,1,None,No,Month-to-Month,Credit Card,19.2,51.98,0
2356,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,1132.35,1244.02,1
2357,0,34,Offer C,No,Month-to-Month,Credit Card,675.6,1917.28,0
2358,4,52,None,Yes,Two Year,Bank Withdrawal,5487.0,8077.64,0
2359,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,273.0,398.26,1
2360,7,44,None,No,One Year,Bank Withdrawal,1013.6,2431.28,0
2361,2,47,Offer B,Yes,Month-to-Month,Bank Withdrawal,5135.15,7423.58,0
2362,6,13,Offer D,No,Month-to-Month,Credit Card,251.25,468.87,0
2363,0,5,Offer E,Yes,Month-to-Month,Bank Withdrawal,462.8,663.55,1
2364,0,23,None,No,Two Year,Credit Card,625.65,789.18,0
2365,0,8,None,Yes,Month-to-Month,Bank Withdrawal,829.55,1190.83,1
2366,7,40,None,Yes,Month-to-Month,Credit Card,2058.5,2993.47,0
2367,1,67,Offer A,Yes,Two Year,Credit Card,6302.8,7066.6,0
2368,0,25,None,Yes,Month-to-Month,Bank Withdrawal,2387.75,3293.75,1
2369,3,70,Offer A,Yes,Two Year,Credit Card,8250.0,9045.2,0
2370,0,43,None,Yes,Two Year,Bank Withdrawal,2548.55,3479.07,0
2371,0,12,None,Yes,Month-to-Month,Bank Withdrawal,1094.5,1502.62,1
2372,4,72,Offer A,Yes,Two Year,Credit Card,6448.85,6864.29,0
2373,1,21,Offer D,Yes,Month-to-Month,Bank Withdrawal,1474.75,1889.29,1
2374,5,51,Offer B,Yes,Two Year,Credit Card,3121.45,3607.48,0
2375,1,55,Offer B,Yes,Two Year,Bank Withdrawal,3046.4,3590.4,1
2376,0,51,None,Yes,One Year,Credit Card,3043.6,3545.95,0
2377,5,22,Offer D,Yes,Two Year,Credit Card,1381.8,1760.64,0
2378,9,51,Offer B,Yes,Month-to-Month,Bank Withdrawal,4116.9,5624.46,0
2379,2,71,None,Yes,Two Year,Bank Withdrawal,7661.8,7942.44,0
2380,0,3,None,No,Month-to-Month,Credit Card,75.45,189.0,0
2381,4,44,Offer B,Yes,One Year,Bank Withdrawal,4295.35,5422.59,0
2382,0,31,None,Yes,Two Year,Credit Card,2497.2,3359.87,0
2383,3,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,239.05,387.58,0
2384,0,1,Offer E,Yes,One Year,Bank Withdrawal,45.25,57.14,0
2385,0,41,None,Yes,Month-to-Month,Bank Withdrawal,2237.55,2508.15,0
2386,1,60,Offer B,Yes,Month-to-Month,Bank Withdrawal,5969.95,6139.75,0
2387,1,2,None,Yes,Month-to-Month,Credit Card,134.35,188.89,1
2388,0,29,None,Yes,One Year,Credit Card,788.05,788.05,0
2389,3,65,Offer B,Yes,Month-to-Month,Bank Withdrawal,6786.4,7981.75,1
2390,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,151.75,202.87,0
2391,0,5,Offer E,Yes,Two Year,Credit Card,371.6,457.25,0
2392,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,145.15,202.37,0
2393,1,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,71.0,89.84,1
2394,1,28,None,Yes,One Year,Credit Card,1426.45,2398.09,0
2395,2,14,None,No,One Year,Credit Card,272.0,846.7,0
2396,1,58,None,Yes,One Year,Bank Withdrawal,6287.25,9151.29,1
2397,0,15,Offer D,Yes,Month-to-Month,Bank Withdrawal,765.5,832.75,1
2398,1,19,None,Yes,Month-to-Month,Bank Withdrawal,1620.8,2482.83,0
2399,0,60,None,Yes,Two Year,Bank Withdrawal,5231.2,5657.2,0
2400,0,1,None,Yes,Month-to-Month,Bank Withdrawal,69.35,115.21,1
2401,0,71,Offer A,Yes,Two Year,Credit Card,5550.1,6842.3,0
2402,0,1,None,Yes,Month-to-Month,Credit Card,24.4,24.4,0
2403,0,6,None,Yes,Month-to-Month,Mailed Check,547.65,578.61,1
2404,8,43,None,Yes,One Year,Credit Card,2640.55,2740.55,0
2405,0,68,Offer A,Yes,One Year,Credit Card,5023.0,5109.36,0
2406,6,58,Offer B,Yes,Month-to-Month,Bank Withdrawal,2651.2,2610.25,1
2407,0,4,Offer E,Yes,Month-to-Month,Credit Card,227.35,383.19,0
2408,0,46,Offer B,Yes,Month-to-Month,Credit Card,2065.15,3175.13,0
2409,5,35,None,No,Two Year,Credit Card,730.4,1269.75,0
2410,0,47,None,Yes,One Year,Credit Card,3865.6,5937.36,0
2411,3,25,None,No,One Year,Bank Withdrawal,495.15,1122.15,0
2412,10,19,None,Yes,Two Year,Bank Withdrawal,1760.25,2132.08,0
2413,0,49,Offer B,Yes,Month-to-Month,Bank Withdrawal,3720.35,4887.53,0
2414,0,6,Offer E,Yes,Month-to-Month,Bank Withdrawal,435.0,546.9,0
2415,0,68,Offer A,No,Two Year,Credit Card,1396.0,2108.64,0
2416,6,58,None,No,Two Year,Credit Card,1160.75,2133.36,0
2417,0,25,Offer C,No,Two Year,Credit Card,499.4,1233.9,0
2418,1,24,None,No,Two Year,Credit Card,609.05,785.93,0
2419,0,6,None,Yes,Month-to-Month,Bank Withdrawal,552.65,819.17,0
2420,1,15,None,Yes,Month-to-Month,Credit Card,1071.4,1198.0,0
2421,0,26,None,Yes,Month-to-Month,Credit Card,2349.8,3327.14,0
2422,0,16,Offer D,Yes,Month-to-Month,Bank Withdrawal,1083.7,1307.54,0
2423,5,10,None,Yes,One Year,Bank Withdrawal,676.15,939.85,0
2424,0,21,Offer D,Yes,Month-to-Month,Credit Card,985.05,1396.02,0
2425,5,67,None,Yes,Two Year,Credit Card,4868.4,7750.07,0
2426,3,19,None,Yes,Month-to-Month,Credit Card,610.2,610.2,0
2427,9,40,None,No,Two Year,Credit Card,1006.9,2080.39,0
2428,1,16,None,Yes,Month-to-Month,Bank Withdrawal,1534.75,2140.03,1
2429,2,57,None,Yes,Two Year,Bank Withdrawal,3265.95,3415.95,0
2430,10,41,Offer B,Yes,Month-to-Month,Bank Withdrawal,3439.0,5051.81,0
2431,0,28,Offer C,Yes,One Year,Credit Card,1546.3,2492.06,0
2432,3,70,Offer A,Yes,Two Year,Bank Withdrawal,5743.3,6328.5,0
2433,0,21,Offer D,No,Month-to-Month,Credit Card,467.15,1123.61,0
2434,0,36,None,No,One Year,Credit Card,620.75,2108.63,0
2435,7,70,None,Yes,One Year,Credit Card,5222.3,6559.3,0
2436,0,8,None,Yes,Month-to-Month,Bank Withdrawal,606.55,620.79,1
2437,9,2,None,Yes,Month-to-Month,Bank Withdrawal,134.05,178.51,0
2438,0,56,Offer B,Yes,One Year,Credit Card,3282.75,5010.91,0
2439,0,1,None,Yes,Month-to-Month,Bank Withdrawal,70.05,97.94,1
2440,2,4,None,Yes,Month-to-Month,Bank Withdrawal,294.2,418.08,0
2441,2,63,None,No,Two Year,Mailed Check,1177.05,3073.35,0
2442,1,68,None,Yes,Two Year,Credit Card,4859.95,5616.11,0
2443,0,15,None,Yes,Month-to-Month,Credit Card,1426.75,1863.4,1
2444,7,43,Offer B,Yes,Month-to-Month,Bank Withdrawal,3398.9,5197.59,0
2445,1,1,None,No,Month-to-Month,Bank Withdrawal,19.95,27.98,1
2446,0,35,None,No,One Year,Bank Withdrawal,954.9,2674.45,0
2447,0,60,Offer B,No,Two Year,Credit Card,1189.9,2185.3,0
2448,0,71,Offer A,Yes,Two Year,Credit Card,7985.9,11501.82,0
2449,10,71,Offer A,Yes,Two Year,Credit Card,6239.05,9200.46,0
2450,0,24,Offer C,Yes,One Year,Credit Card,1732.6,2634.12,0
2451,0,23,None,Yes,One Year,Credit Card,2292.75,3257.37,0
2452,8,72,Offer A,Yes,Two Year,Credit Card,2763.0,2763.0,0
2453,1,70,Offer A,Yes,Two Year,Credit Card,4759.75,7746.65,1
2454,1,72,None,Yes,Two Year,Bank Withdrawal,7920.7,9195.82,0
2455,8,1,None,Yes,Month-to-Month,Credit Card,55.3,91.99,0
2456,1,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,256.6,389.62,1
2457,2,72,None,Yes,Two Year,Credit Card,8126.65,9372.25,0
2458,0,34,None,No,Two Year,Bank Withdrawal,980.35,1676.33,0
2459,0,24,None,Yes,Month-to-Month,Credit Card,1167.8,2096.12,0
2460,0,37,Offer C,Yes,Month-to-Month,Bank Withdrawal,2345.2,2466.19,1
2461,6,32,Offer C,Yes,Month-to-Month,Bank Withdrawal,2324.7,2942.3,0
2462,0,26,Offer C,No,One Year,Credit Card,504.2,1271.59,0
2463,1,22,None,Yes,One Year,Bank Withdrawal,1498.2,2219.51,1
2464,8,43,None,Yes,Month-to-Month,Bank Withdrawal,4209.95,4435.7,0
2465,0,17,Offer D,No,Two Year,Credit Card,358.05,869.24,0
2466,10,71,None,Yes,Month-to-Month,Bank Withdrawal,3765.05,3805.05,0
2467,0,7,None,No,Month-to-Month,Credit Card,155.9,264.68,0
2468,2,22,Offer D,No,Month-to-Month,Credit Card,400.3,1489.52,0
2469,4,68,None,Yes,Two Year,Bank Withdrawal,4741.45,5553.37,0
2470,1,32,None,Yes,Month-to-Month,Bank Withdrawal,2661.1,4248.3,1
2471,3,55,None,Yes,Month-to-Month,Credit Card,4266.4,5556.15,0
2472,1,47,None,Yes,Two Year,Credit Card,3252.0,5450.19,0
2473,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,79.45,79.45,1
2474,0,15,None,Yes,Month-to-Month,Bank Withdrawal,1270.2,1670.65,1
2475,5,55,None,Yes,Month-to-Month,Bank Withdrawal,4600.95,5692.15,0
2476,4,72,None,Yes,Two Year,Credit Card,5959.3,6883.78,0
2477,7,49,Offer B,Yes,Month-to-Month,Bank Withdrawal,4889.2,6230.82,0
2478,0,7,None,No,Two Year,Credit Card,165.35,231.36,0
2479,7,47,None,No,One Year,Bank Withdrawal,1250.85,1799.81,0
2480,0,12,None,No,Two Year,Bank Withdrawal,269.65,583.69,0
2481,0,33,None,Yes,Month-to-Month,Bank Withdrawal,2757.85,3467.42,1
2482,0,34,None,Yes,One Year,Bank Withdrawal,938.65,938.65,0
2483,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,74.4,85.48,1
2484,4,63,Offer B,Yes,Two Year,Bank Withdrawal,6597.25,9163.24,0
2485,2,20,Offer D,No,One Year,Credit Card,416.45,799.45,0
2486,0,47,None,Yes,Two Year,Credit Card,3496.3,5642.79,0
2487,4,68,Offer A,Yes,Two Year,Credit Card,4375.8,6858.48,0
2488,1,29,None,Yes,Month-to-Month,Bank Withdrawal,2952.85,3600.42,1
2489,3,64,Offer B,Yes,Two Year,Bank Withdrawal,3210.35,3210.35,0
2490,0,1,Offer E,Yes,Month-to-Month,Mailed Check,45.55,61.89,0
2491,0,12,None,Yes,Month-to-Month,Bank Withdrawal,505.95,875.43,0
2492,7,53,Offer B,Yes,One Year,Bank Withdrawal,5576.3,5776.64,0
2493,0,24,None,Yes,Month-to-Month,Bank Withdrawal,1938.05,2557.49,0
2494,2,72,None,Yes,Two Year,Credit Card,6652.45,9939.97,0
2495,0,66,Offer A,Yes,One Year,Bank Withdrawal,5013.0,6960.0,0
2496,0,42,None,Yes,Month-to-Month,Bank Withdrawal,2077.95,2443.77,0
2497,1,58,Offer B,Yes,One Year,Credit Card,5430.35,7967.85,0
2498,0,65,Offer B,Yes,Month-to-Month,Bank Withdrawal,6941.2,7689.6,1
2499,0,46,None,Yes,Month-to-Month,Bank Withdrawal,3958.85,4146.53,0
2500,0,45,None,No,One Year,Bank Withdrawal,867.3,2693.85,0
2501,0,1,None,Yes,Month-to-Month,Credit Card,55.05,69.7,0
2502,7,61,None,No,Two Year,Credit Card,1445.2,3570.44,0
2503,10,72,None,Yes,Two Year,Bank Withdrawal,7966.9,10343.62,0
2504,0,10,None,Yes,Month-to-Month,Credit Card,435.4,931.2,1
2505,0,1,None,Yes,Month-to-Month,Bank Withdrawal,55.0,102.22,1
2506,0,18,None,Yes,Month-to-Month,Bank Withdrawal,1373.05,1840.6,0
2507,2,51,Offer B,Yes,One Year,Bank Withdrawal,5720.35,7725.67,0
2508,0,8,None,Yes,Month-to-Month,Bank Withdrawal,778.1,1015.38,1
2509,2,57,None,Yes,One Year,Bank Withdrawal,4368.95,4746.86,0
2510,0,10,Offer D,Yes,One Year,Bank Withdrawal,1064.95,1528.25,0
2511,0,35,Offer C,Yes,Month-to-Month,Bank Withdrawal,3554.6,4662.0,0
2512,0,9,Offer E,Yes,Month-to-Month,Credit Card,348.15,696.0,0
2513,0,1,None,No,Month-to-Month,Credit Card,20.35,52.32,0
2514,6,24,None,No,One Year,Credit Card,482.8,1343.44,0
2515,0,2,None,No,Month-to-Month,Mailed Check,42.45,136.83,0
2516,3,3,Offer E,Yes,Month-to-Month,Credit Card,101.1,101.1,0
2517,0,35,Offer C,Yes,One Year,Credit Card,3110.1,3418.1,1
2518,0,27,None,Yes,Month-to-Month,Bank Withdrawal,2595.25,3544.84,0
2519,3,70,Offer A,Yes,Two Year,Bank Withdrawal,7349.35,10103.15,0
2520,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,583.0,712.6,0
2521,2,55,None,Yes,One Year,Credit Card,3316.1,3815.5,0
2522,0,31,None,Yes,One Year,Bank Withdrawal,1523.4,1523.4,0
2523,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,1364.3,1799.14,1
2524,1,64,None,Yes,Two Year,Credit Card,6741.15,7602.57,0
2525,10,71,None,No,Two Year,Credit Card,1681.6,4024.6,0
2526,2,66,None,Yes,Two Year,Bank Withdrawal,7082.5,8489.76,0
2527,3,52,None,No,Two Year,Credit Card,1031.7,1544.94,0
2528,0,2,None,Yes,Month-to-Month,Credit Card,87.3,127.04,0
2529,1,14,None,Yes,Month-to-Month,Bank Withdrawal,1369.8,2027.94,1
2530,2,57,None,Yes,Month-to-Month,Bank Withdrawal,2782.4,2782.4,0
2531,0,21,Offer D,No,Month-to-Month,Credit Card,416.4,1340.61,0
2532,0,9,None,Yes,Month-to-Month,Bank Withdrawal,672.55,884.88,1
2533,0,1,None,Yes,Month-to-Month,Mailed Check,75.3,79.43,1
2534,0,8,None,Yes,Month-to-Month,Mailed Check,504.05,874.37,0
2535,0,17,None,Yes,Two Year,Bank Withdrawal,1752.45,2108.72,0
2536,0,17,None,Yes,One Year,Bank Withdrawal,1445.95,2276.59,0
2537,0,15,None,Yes,Two Year,Credit Card,603.0,603.0,0
